#RA2000 DEC2000
156.10156 -57.74452
156.10295 -57.74401
156.10367 -57.74293
156.10370 -57.74293
156.00527 -57.74334
156.00572 -57.74353
156.00772 -57.74372
156.00773 -57.74373
156.01012 -57.74336
156.01023 -57.74340
156.01114 -57.74675
156.01160 -57.74380
156.01209 -57.74149
156.01209 -57.74149
156.01242 -57.74641
156.01349 -57.74133
156.01350 -57.74133
156.01352 -57.74449
156.01354 -57.74449
156.01482 -57.74570
156.01482 -57.74571
156.01577 -57.74440
156.01578 -57.74441
156.01617 -57.74716
156.01618 -57.74717
156.01661 -57.74350
156.01661 -57.74351
156.01743 -57.74520
156.01746 -57.74521
156.01780 -57.73971
156.01781 -57.73971
156.01797 -57.74938
156.01800 -57.74940
156.01826 -57.74127
156.01826 -57.74127
156.01837 -57.74339
156.01838 -57.74340
156.01821 -57.74652
156.01822 -57.74653
156.01868 -57.74903
156.01871 -57.74904
156.01886 -57.75019
156.01887 -57.75019
156.01959 -57.74875
156.01960 -57.74876
156.01983 -57.74249
156.01984 -57.74250
156.02019 -57.74357
156.02015 -57.74359
156.02160 -57.74353
156.02160 -57.74353
156.02185 -57.74887
156.02187 -57.74892
156.02221 -57.74563
156.02223 -57.74564
156.02190 -57.74924
156.02257 -57.75092
156.02260 -57.75092
156.02281 -57.73942
156.02290 -57.74504
156.02291 -57.74504
156.02295 -57.75078
156.02297 -57.75078
156.02321 -57.74149
156.02322 -57.74149
156.02319 -57.74219
156.02349 -57.74649
156.02365 -57.74304
156.02357 -57.74652
156.02355 -57.74907
156.02436 -57.73771
156.02437 -57.73774
156.02422 -57.73903
156.02455 -57.75310
156.02457 -57.75312
156.02554 -57.74142
156.02557 -57.74143
156.02592 -57.74226
156.02581 -57.74226
156.02591 -57.74527
156.02592 -57.74529
156.02570 -57.75390
156.02571 -57.75391
156.02683 -57.74746
156.02683 -57.74748
156.02709 -57.74361
156.02710 -57.74362
156.02704 -57.74833
156.02832 -57.74907
156.02833 -57.74908
156.02824 -57.75451
156.02826 -57.75452
156.02960 -57.74506
156.02961 -57.74508
156.02959 -57.74643
156.02959 -57.74643
156.02959 -57.74815
156.02981 -57.75297
156.02982 -57.75298
156.03040 -57.73792
156.03090 -57.74676
156.03095 -57.74679
156.03093 -57.75092
156.03094 -57.75093
156.03193 -57.75308
156.03193 -57.75310
156.03241 -57.73749
156.03241 -57.73749
156.03270 -57.74929
156.03270 -57.74930
156.03301 -57.73986
156.03301 -57.73987
156.03306 -57.74382
156.03330 -57.74202
156.03329 -57.74203
156.03346 -57.74739
156.03346 -57.74740
156.03356 -57.74256
156.03357 -57.74257
156.03430 -57.74579
156.03457 -57.74119
156.03534 -57.74135
156.03534 -57.74136
156.03679 -57.73706
156.03686 -57.74350
156.03686 -57.74351
156.03646 -57.74555
156.03646 -57.74557
156.03663 -57.74659
156.03663 -57.74660
156.03750 -57.73591
156.03774 -57.74464
156.03774 -57.74465
156.03822 -57.73602
156.03924 -57.73484
156.03920 -57.73484
156.03941 -57.74001
156.04103 -57.73577
156.04104 -57.73578
156.04175 -57.73829
156.04175 -57.73829
156.04311 -57.73786
156.04337 -57.73665

 
